orig_string	country	city	city_wd	parent_institution_normalized	parent_type	parent_wd	parent_wikidata_uri	parent_reconci	parent_factgrid	parent_ROR	parent_ROR_link	parent_url	institutional_subunit_normalized	subunit_wd	subunit_wikidata_uri	subunit_reconci	subunit_factgrid	subunit_ROR	subunit_ROR_link	subunit_url
Österreichische Akademie der Wissenschaften / Austrian Centre for Digital Humanities	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
Österreichische Akademie der Wissenschaften, Österreich, Institut für Corpus Linguistik und Texttechnologie	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Institut für Corpus Linguistik und Texttechnologie							
Österreichische Akademie der Wissenschaften, Wien, Österreich; Austrian Center for Digital Humanities, Wien, Österreich	Österreich	Wien	Q1741	Österreichische Akademie der Wissenschaften	Akademie	Q299015	http://www.wikidata.org/entity/Q299015	Österreichische Akademie der Wissenschaften	Q399974	03anc3s24	https://ror.org/03anc3s24		Austrian Centre for Digital Humanities and Cultural Heritage	Q30268470	http://www.wikidata.org/entity/Q30268470	Austrian Centre for Digital Humanities and Cultural Heritage		028bsh698	https://ror.org/028bsh698	
Österreichische Nationabibliothek, Österreich	Österreich	Wien	Q1741	Österreichische Nationalbibliothek	Bibliothek	Q304037	http://www.wikidata.org/entity/Q304037	Österreichische Nationalbibliothek	Q219414	03dscga50	https://ror.org/03dscga50									
Österreichische Nationalbibliothek, Wien	Österreich	Wien	Q1741	Österreichische Nationalbibliothek	Bibliothek	Q304037	http://www.wikidata.org/entity/Q304037	Österreichische Nationalbibliothek	Q219414	03dscga50	https://ror.org/03dscga50									
Österreichisches Filmmuseum, Österreich	Österreich	Wien	Q1741	Österreichisches Filmmuseum	Archiv	Q306604	http://www.wikidata.org/entity/Q306604	Österreichisches Filmmuseum												
Richard Strauss: Werke. Kritische Ausgabe, Universität München	Deutschland	München	Q1726	Ludwig-Maximilians Universität München	Universität	Q55044	http://www.wikidata.org/entity/Q55044	Ludwig-Maximilians-Universität München	Q21887	05591te55	https://ror.org/05591te55									
Salomon-Ludwig-Steinheim-Institut für deutsch-jüdische Geschichte, Essen	Deutschland	Essen	Q2066	Salomon Ludwig Steinheim-Institut für deutsch-jüdische Geschichte		Q974628	http://www.wikidata.org/entity/Q974628	Salomon Ludwig Steinheim-Institut		01btqj997	https://ror.org/01btqj997									
Schweizerische Rechtsquellenstiftung, Schweiz	Schweiz			Schweizerische Rechtsquellenstiftung																
Sonic Linguistics, Griechenland	Griechenland			Sonic Linguistics																
Staats- und Universitätsbibliothek Göttingen	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Steinheim-Institut für deutsch-jüdische Geschichte, Essen	Deutschland	Essen	Q2066	Salomon Ludwig Steinheim-Institut für deutsch-jüdische Geschichte		Q974628	http://www.wikidata.org/entity/Q974628	Salomon Ludwig Steinheim-Institut		01btqj997	https://ror.org/01btqj997									
SUB Göttingen	Deutschland	Göttingen	Q3033	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Bibliothek	Q564783	http://www.wikidata.org/entity/Q564783	Niedersächsische Staats- und Universitätsbibliothek Göttingen	Q21881											
Technische Universität Dortmund, Deutschland	Deutschland	Dortmund	Q1295	Technische Universität Dortmund	Universität	Q685557	http://www.wikidata.org/entity/Q685557	Technische Universität Dortmund	Q399792	01k97gp34	https://ror.org/01k97gp34									
Trier Center for Digital Humanities, Deutschland	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Trier Center for Digital Humanities	Q1780875	http://www.wikidata.org/entity/Q1780875	Kompetenzzentrum – Trier Center for Digital Humanities				
Trinity College Dublin, Irland	Irland	Dublin	Q1761	Trinity College Dublin	Universität	Q258464	http://www.wikidata.org/entity/Q258464	Trinity College Dublin	Q256600	02tyrky19	https://ror.org/02tyrky19									
Trinity College Dublin	Irland	Dublin	Q1761	Trinity College Dublin	Universität	Q258464	http://www.wikidata.org/entity/Q258464	Trinity College Dublin	Q256600	02tyrky19	https://ror.org/02tyrky19									
Uni Würzburg	Deutschland	Würzburg	Q2999	Julius-Maximilians-Universität Würzburg	Universität	Q161976	http://www.wikidata.org/entity/Q161976	Julius-Maximilians-Universität Würzburg	Q34721	00fbnyb24	https://ror.org/00fbnyb24									
Univeresität Paderborn, Deutschland	Deutschland	Paderborn	Q2971	Universität Paderborn	Universität	Q679134	http://www.wikidata.org/entity/Q679134	Universität Paderborn	Q399791	058kzsd48	https://ror.org/058kzsd48									
Universität Erfurt, Max-Weber-Kolleg, Deutschland	Deutschland	Erfurt	Q1729	Universität Erfurt	Universität	Q702524	http://www.wikidata.org/entity/Q702524	Universität Erfurt	Q11263	03606hw36	https://ror.org/03606hw36		Max-Weber-Kolleg für kultur- und sozialwissenschaftliche Studien	Q1912132	http://www.wikidata.org/entity/Q1912132	Max-Weber-Kolleg				
Universität Hildesheim	Deutschland	Hildesheim	Q3185	Universität Hildesheim	Universität	Q319333	http://www.wikidata.org/entity/Q319333	Stiftungsuniversität Hildesheim		02f9det96	https://ror.org/02f9det96									
Universität Köln, Historisch-Kulturwissenschaftliche Informationsverarbeitung	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Historisch-Kulturwissenschaftliche Informationsverarbeitung							
Universität Lüneburg	Deutschland	Lüneburg	Q3920	Leuphana Universität Lüneburg	Universität	Q505170	http://www.wikidata.org/entity/Q505170	Leuphana Universität Lüneburg		02w2y2t16	https://ror.org/02w2y2t16									
Universität Magdeburg	Deutschland	Magdeburg	Q1733	Otto-von Guericke-Universität Magdeburg	Universität	Q655866	http://www.wikidata.org/entity/Q655866	Otto-von-Guericke-Universität Magdeburg	Q175619	00ggpsq73	https://ror.org/00ggpsq73									
Universitat Politècnica de València (DSIC)	Spanien	Valencia	Q8818	Universitat Politècnica de València	Universität	Q2003976	http://www.wikidata.org/entity/Q2003976	Polytechnische Universität Valencia		01460j859	https://ror.org/01460j859									
Universität Salamanca	Spanien	Salamanca	Q15695	Universidad de Salamanca																
Universität Siegen	Deutschland	Siegen	Q3167	Universität Siegen	Universität	Q504723	http://www.wikidata.org/entity/Q504723	Universität Siegen		02azyry73	https://ror.org/02azyry73									
Wittgenstein Archives at the University of Bergen (WAB)	Schweden	Bergen	Q26793	Universität Bergen	Universität	Q204457	http://www.wikidata.org/entity/Q204457	Universität Bergen		03zga2b32	https://ror.org/03zga2b32		Wittgenstein Archiv							
WU Wien, Österreich	Österreich	Wien	Q1741	Wirtschaftsuniversität Wien	Universität	Q278044	http://www.wikidata.org/entity/Q278044	Wirtschaftsuniversität Wien		03yn8s215	https://ror.org/03yn8s215									
Zentral- und Landesbibliothek Berlin	Deutschland	Berlin	Q64	Zentral- und Landesbibliothek Berlin	Bibliothek	Q189928	http://www.wikidata.org/entity/Q189928	Zentral- und Landesbibliothek Berlin		04e7zd380	https://ror.org/04e7zd380									
Zentrum für Soziale Innovation				Zentrum für Soziale Innovation																
Akademie der Wisschenschaften zu Göttingen, Germany	Deutschland	Göttingen	Q3033	Akademie der Wissenschaften zu Göttingen	Akademie	Q414188	http://www.wikidata.org/entity/Q414188	Akademie der Wissenschaften zu Göttingen	Q22715	04hsa7a08	https://ror.org/04hsa7a08									
Akademie der Wissenschaften und der Literatur Mainz, Germany	Deutschland	Mainz	Q1720	Akademie der Wissenschaften und der Literatur Mainz	Akademie	Q414163	http://www.wikidata.org/entity/Q414163	Akademie der Wissenschaften und der Literatur Mainz	Q230422	01kdxra28	https://ror.org/01kdxra28									
Akademie der Wissenschaften zu Göttingen, Germany	Deutschland	Göttingen	Q3033	Akademie der Wissenschaften zu Göttingen	Akademie	Q414188	http://www.wikidata.org/entity/Q414188	Akademie der Wissenschaften zu Göttingen	Q22715	04hsa7a08	https://ror.org/04hsa7a08									
Göttingen Centre for Digital Humanities	Deutschland	Göttingen	Q3033	Georg-August Universität Göttingen	Universität	Q152838	http://www.wikidata.org/entity/Q152838	Georg-August-Universität Göttingen	Q21872	01y9bpm73	https://ror.org/01y9bpm73		Göttingen Centre for Digital Humanities							
Albertina, Austria	Österreich	Wien	Q1741	Albertina	Museum	Q371908	http://www.wikidata.org/entity/Q371908	Albertina		005p6bw54	https://ror.org/005p6bw54									
Albert-Ludwigs-Universität Freiburg, Germany	Deutschland	Freiburg	Q2833	Albert-Ludwigs-Universität Freiburg	Universität	Q153987	http://www.wikidata.org/entity/Q153987	Albert-Ludwigs-Universität Freiburg	Q27901	0245cg223	https://ror.org/0245cg223									
Arbeitsgemeinschaft Geschichte und EDV e.V				Arbeitsgemeinschaft Geschichte und EDV e.V.	Verein															
Institut für Alte Geschichte und Altertumskunde – Karl Franzens-Universität Graz	Österreich	Graz	Q13298	Karl-Franzens-Universität Graz	Universität	Q622683	http://www.wikidata.org/entity/Q622683	Universität Graz	Q175366	01faaaf77	https://ror.org/01faaaf77		Institut für Alte Geschichte und Altertumskunde							
Interdisciplinary Center of E-Humanities in History and Social Sciences	Deutschland			Interdisciplinary Center of E-Humanities in History and Social Sciences																
Arbeitsgemeinschaft Geschichte und EDV e.V.				Arbeitsgemeinschaft Geschichte und EDV e.V.	Verein															
FB III - Alte Geschichte, Universität Trier	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05									
Interdisciplinary Center of E-Humanities in History and Social Sciences	Deutschland			Interdisciplinary Center of E-Humanities in History and Social Sciences																
Historisches Seminar - Lehrstuhl Alte Geschichte, Universität Leipzig	Deutschland	Leipzig	Q2079	Universität Leipzig	Universität	Q154804	http://www.wikidata.org/entity/Q154804	Universität Leipzig	Q22261	03s7gtk40	https://ror.org/03s7gtk40									
Bayerische Staatsbibliothek München, Germany	Deutschland	München	Q1726	Bayerische Staatsbibliothek	Bibliothek	Q256507	http://www.wikidata.org/entity/Q256507	Bayerische Staatsbibliothek	Q153197	031h71w90	https://ror.org/031h71w90									
Berlin-Brandenburgische Akademie der Wissenschaften (BBAW), Zentrum Sprache, Deutschland	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443		Zentrum Sprache							
Berlin-Brandenburgische Akademie der Wissenschaften, Berlin, Deutschland	Deutschland	Berlin	Q64	Berlin-Brandenburgische Akademie der Wissenschaften	Akademie	Q219989	http://www.wikidata.org/entity/Q219989	Berlin-Brandenburgische Akademie der Wissenschaften	Q230420	05jgq9443	https://ror.org/05jgq9443									
Bibliotheca Hertziana - Max-Planck-Institut für Kunstgeschichte				Bibliotheca Hertziana - Max-Planck-Institut für Kunstgeschichte		Q339759	http://www.wikidata.org/entity/Q339759	Bibliotheca Hertziana	Q389122	04g6zen34	https://ror.org/04g6zen34									
Bildarchiv Foto Marburg, Germany	Deutschland	Marburg	Q3869	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg	Bibliothek	Q28734805	http://www.wikidata.org/entity/Q28734805	Deutsches Dokumentationszentrum für Kunstgeschichte - Bildarchiv Foto Marburg												
Brandenburgische Technische Universität Cottbus, Germany	Deutschland	Cottbus	Q3214	Brandenburgische Technische Universität Cottbus-Senftenberg	Universität	Q149433	http://www.wikidata.org/entity/Q149433	Brandenburgische Technische Universität		02wxx3e24	https://ror.org/02wxx3e24									
Bundesministerium der Justiz, Berlin, Germany	Deutschland	Berlin	Q64	Bundesministerium der Justiz																
Center for Digital Humanities / Uni-Trier, Germany	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Trier Center for Digital Humanities	Q1780875	http://www.wikidata.org/entity/Q1780875	Kompetenzzentrum – Trier Center for Digital Humanities				
Cologne Center for eHumanities (CCeH), Germany	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Cologne Center for eHumanities							
Cologne Center for eHumanities, Universität zu Köln	Deutschland	Köln	Q365	Universität zu Köln	Universität	Q54096	http://www.wikidata.org/entity/Q54096	Universität zu Köln	Q222741	00rcxh774	https://ror.org/00rcxh774		Cologne Center for eHumanities							
Computer Vision Group, Heidelberg Collaboratory for Image Processing (HCI), Universität Heidelberg, (AKDK)	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30		Heidelberg Collaboratory for Image Processing							
CVCE, Luxembourg	Luxemburg	Luxemburg	Q1842	Universität Luxemburg	Universität	Q59668	http://www.wikidata.org/entity/Q59668	Universität Luxemburg		036x5ad56	https://ror.org/036x5ad56		CVCE Luxembourg							https://www.cvce.eu
DAASI International GmbH, Tübingen	Deutschland	Tübingen	Q3806	DAASI International GmbH		Q110492372	http://www.wikidata.org/entity/Q110492372	DAASI International GmbH												
Delft University of Technology	Niederlande	Delft		Delft University of Technology	Universität	Q752663	http://www.wikidata.org/entity/Q752663	Technische Universität Delft		02e2c7k09	https://ror.org/02e2c7k09									
Deutsches Archäologisches Institut, Germany	Deutschland	Berlin		Deutsches Archäologisches Institut		Q695302	http://www.wikidata.org/entity/Q695302	Deutsches Archäologisches Institut	Q147762	041qv0h25	https://ror.org/041qv0h25									
Deutsches Forschungszentrum für Künstliche Intelligenz	Deutschland			Deutsches Forschungszentrum für Künstliche Intelligenz		Q896469	http://www.wikidata.org/entity/Q896469	Deutsches Forschungszentrum für Künstliche Intelligenz		01ayc5b57	https://ror.org/01ayc5b57									
Dipartimento di Elettronica, Informazione e Bioingegneria				Dipartimento di Elettronica, Informazione e Bioingegneria																
DLA Marbach, Germany	Deutschland	Marbach	Q61890	Deutsches Literaturarchiv Marbach	Archiv	Q1205813	http://www.wikidata.org/entity/Q1205813	Deutsches Literaturarchiv Marbach		05x75gh12	https://ror.org/05x75gh12									
Engineering Ingegneria Informatica S.p.a.				Engineering Ingegneria Informatica S.p.a.																
European Institute for Participatory Media				European Institute for Participatory Media		Q30256825	http://www.wikidata.org/entity/Q30256825	European Institute for Participatory Media		02ay1zt80	https://ror.org/02ay1zt80									
"Exzellenzcluster „Asien und Europa"", Universität Heidelberg, Germany"	Deutschland	Heidelberg	Q2966	Ruprecht-Karls-Universität Heidelberg	Universität	Q151510	http://www.wikidata.org/entity/Q151510	Ruprecht-Karls-Universität Heidelberg	Q22237	038t36y30	https://ror.org/038t36y30									
Fachbereich III - Neuere und Neueste Geschichte, Universität Trier	Deutschland	Trier	Q3138	Universität Trier	Universität	Q702486	http://www.wikidata.org/entity/Q702486	Universität Trier		02778hg05	https://ror.org/02778hg05		Neuere und Neueste Geschichte							
Forschungszentrum L3S / Leibniz Universität Hannover, Deutschland	Deutschland	Hannover	Q1715	Leibniz Universität Hannover	Universität	Q678982	http://www.wikidata.org/entity/Q678982	Leibniz Universität Hannover	Q257221	0304hq317	https://ror.org/0304hq317		Forschungszentrum L3S	Q1797810	http://www.wikidata.org/entity/Q1797810	L3S		039t4wk02	https://ror.org/039t4wk02	
